epoch,accuracy,loss,top_3_accuracy,val_accuracy,val_loss,val_top_3_accuracy
66,0.37287193536758423,1.3869659900665283,0.6480840444564819,0.43129730224609375,2.191631555557251,0.6994990110397339
67,0.37845897674560547,1.368883490562439,0.6507834792137146,0.4363607168197632,2.18784761428833,0.7040294408798218
68,0.3773396909236908,1.3674544095993042,0.6509904265403748,0.4353480339050293,2.180100917816162,0.703762948513031
69,0.3780639171600342,1.3499492406845093,0.6512725949287415,0.4292186200618744,2.1908369064331055,0.6980599164962769
70,0.3829360902309418,1.3323593139648438,0.6534547209739685,0.44094446301460266,2.175992965698242,0.7071740627288818
71,0.38554149866104126,1.3321222066879272,0.6567843556404114,0.4421703517436981,2.173161745071411,0.7092527151107788
72,0.3899715840816498,1.3076244592666626,0.6591169834136963,0.44009166955947876,2.171114683151245,0.7065345048904419
73,0.3873850107192993,1.3032927513122559,0.6609887480735779,0.44179725646972656,2.174715995788574,0.7071207761764526
74,0.3916458189487457,1.2781434059143066,0.6613179445266724,0.4441957175731659,2.1674439907073975,0.7104253172874451
75,0.391862154006958,1.2746495008468628,0.6613837480545044,0.4440358281135559,2.1570041179656982,0.7114912867546082
76,0.3917869031429291,1.2669832706451416,0.662597119808197,0.44531500339508057,2.150397300720215,0.7147425413131714
77,0.3957655429840088,1.2644450664520264,0.6662747859954834,0.4430764317512512,2.1489315032958984,0.7158618569374084
78,0.3943076431751251,1.2543216943740845,0.6661900877952576,0.44968554377555847,2.1451432704925537,0.7182602882385254
79,0.39664968848228455,1.2426542043685913,0.6676950454711914,0.44888603687286377,2.1426053047180176,0.7157552242279053
80,0.3976466953754425,1.2336515188217163,0.6689271926879883,0.4494723379611969,2.149049758911133,0.7144760489463806
81,0.3993491232395172,1.2261178493499756,0.668955385684967,0.45277687907218933,2.1378955841064453,0.719592809677124
82,0.40197333693504333,1.217793345451355,0.6715231537818909,0.44989871978759766,2.1412923336029053,0.7169811129570007
83,0.40474802255630493,1.2053996324539185,0.6715607643127441,0.453896164894104,2.133227825164795,0.7185801267623901
84,0.4030267596244812,1.207522988319397,0.6729528307914734,0.4523504972457886,2.138315200805664,0.7183136343955994
85,0.40493613481521606,1.2059274911880493,0.6727647185325623,0.4567210376262665,2.125706672668457,0.718153715133667
86,0.40599897503852844,1.1993962526321411,0.676329493522644,0.453736275434494,2.1278152465820312,0.7187933325767517
87,0.4090840816497803,1.1947883367538452,0.6765081882476807,0.4529900848865509,2.11957049369812,0.7208719849586487
88,0.40611186623573303,1.190077781677246,0.6750314831733704,0.45256370306015015,2.1229841709136963,0.7198593020439148
89,0.4084256589412689,1.1755561828613281,0.6754735708236694,0.455655038356781,2.1242477893829346,0.7201257944107056
90,0.407268762588501,1.171286940574646,0.6761884093284607,0.4567210376262665,2.1197099685668945,0.7212450504302979
91,0.409027636051178,1.1657692193984985,0.6768562197685242,0.457254022359848,2.11960506439209,0.7208719849586487
92,0.40953555703163147,1.1701292991638184,0.6768468022346497,0.4548022747039795,2.120021343231201,0.7222577333450317
93,0.41167065501213074,1.1636245250701904,0.6784458160400391,0.4582667052745819,2.109981060028076,0.7249760031700134
94,0.4134577512741089,1.1591694355010986,0.6793487668037415,0.45789361000061035,2.1169819831848145,0.7224709391593933
95,0.4096766412258148,1.1610158681869507,0.6780789494514465,0.459172785282135,2.1157352924346924,0.7226841449737549
96,0.41427603363990784,1.15571129322052,0.6797344088554382,0.4555484354496002,2.1210994720458984,0.721351683139801
97,0.4124513268470764,1.156761884689331,0.6804868578910828,0.45805349946022034,2.117363929748535,0.7229506373405457
98,0.4096672236919403,1.1594125032424927,0.6789255142211914,0.45709413290023804,2.1162607669830322,0.7235369086265564
99,0.4124889373779297,1.1517013311386108,0.6814744472503662,0.4592261016368866,2.112813949584961,0.7261486053466797
